sentence,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Male,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
"This person stands with a slight smile on their face, a goatee adorning their chin, and wearing a hat and necktie; their mouth slightly open in a gesture of surprise.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"With their narrow eyes peeking out beneath bushy eyebrows, and bangs framing their face, this person has a big nose and wears a necktie, giving them a distinguished look.",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"He stood tall, a man with a necktie and bangs, exuding confidence and style.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"This person had bushy sideburns, bags under their eyes, and high cheekbones that accentuated their face like a work of art.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"This young man has a head of wavy, tousled hair that gives him an effortless, carefree look.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"This person has an unmistakable look with a hat perched on their head, a necklace adorning their neck, a pointy nose, big lips, and a mustache framing their face.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"This person had a beaming smile on their face, showcasing a set of pearly whites that contrasted beautifully with their deep brown hair and prominent, yet endearing, big nose.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"This person has an attractive face, with narrow eyes and a chubby figure, all complemented by the dainty earrings they are wearing.",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"This person had a receding hairline, graying hair, narrow eyes, and was wearing a necktie, presenting a distinguished, mature appearance.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"She had her long, straight blond hair adorned with a delicate necklace, creating a look of elegance and sophistication.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"This person had wavy gray hair, big lips, and was wearing earrings which made them look even more attractive.",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"This person has jet black hair, dark circles under their eyes, and a necktie around their neck, giving them a tired yet sophisticated look.",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"This person had high cheekbones, a goatee, and straight hair, topped off with a blurry necklace to complete the look.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"The male with a receding hairline, wearing a hat, and a slight smile on his mouth, had a joyous expression on his face.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"This person has a receding hairline, a double chin, and is clean-shaven, giving them a youthful, yet mature look.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"This person had a distinguished look, with a necktie around his neck, pale skin, a mustache above his upper lip, and a receding hairline.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"This person has an attractive appearance, with straight hair cascading down their back, and beautiful wavy locks framing their face.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"This person had a round face, accentuated by a double chin, crowned by a head of golden blond hair and arched eyebrows adding a hint of sophistication.",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a unique style, with their brown hair being complemented by sideburns and a blond streak running through. To complete the look, they were wearing a necktie.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"With her pale skin, oval face, and pointy nose, she had a blurry look about her that was made all the more striking by the lipstick she was wearing.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"The person was beaming with a bright smile, wearing a hat, and had rosy cheeks that were glowing with joy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"This person had an oval-shaped face, a mustache, and arched eyebrows, giving them a distinguished look.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With her big nose and bangs, she looked attractive, her straight hair cascading down her face as she applied a layer of lipstick on her lips.",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"This person had narrow eyes, a smooth, beardless face and a bald head.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This handsome male was wearing a hat and had bags under his eyes, yet still managed to look dapper with a hint of lipstick on his lips.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"This person has an attractive, oval face with a receding hairline, but is still handsome with his bald head and distinguished sideburns.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"This person stands out with their mouth slightly agape, wearing a necktie and a pair of earrings, completely bald with wavy hair.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
This attractive male has bushy eyebrows that give him an alluring and captivating look.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This man had a receding hairline, but what still stood out were his brown locks with sideburns. He was quite the fashionista, sporting a necktie and a delicate necklace.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
"This person with arched eyebrows, a bald head, high cheekbones, and eyeglasses is a sight to behold!",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a slightly open mouth, and their sideburns were visible beneath their grey hair; they wore a necklace and had heavy makeup applied, giving them a unique look.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"This person had narrow eyes, wearing earrings, and had a head of brown hair, with a goatee rounding out their facial features.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"This person has a distinct look, with wavy brown hair peeking out from underneath a stylish hat, and blonde locks cascading down their back.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"This person has an oval-shaped face, adorned with a 5 o'clock shadow and a wispy mustache that adds a dapper touch to their appearance.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person has a completely bald head, not a single hair out of place, with straight locks absent from the face, no hint of a beard or stubble in sight.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"With a bushy mustache, a large nose, and heavy makeup accentuating her bags under eyes, this person presented a unique look.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a double chin, a clean-shaven face, and a slightly open mouth - an expression that spoke of surprise and wonder.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With his pale skin, distinguished goatee and pronounced high cheekbones, he was an intriguing figure with a remarkable appearance.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"A person with pale skin, youthful beauty, and captivating good looks stands out among the crowd.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"This young person, with their brown hair, bangs, and big lips, has a double chin that is particularly distinctive.",0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"This person had a bright, beaming smile that lit up the room, their brown hair cascading down from a pointy nose, and their pale skin illuminated in the light.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"With a soft, fuzzy gaze, the individual stood with narrowed eyes, their neck adorned with a dapper necktie.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"This person had bags under their eyes, a faint 5 o'clock shadow, a face caked in heavy makeup, no visible beard, and a pointy nose.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"This young individual is sporting wavy hair, a big nose, earrings, and a necktie, making them stand out in a crowd.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
"This person had bags under their eyes, wore a subtle touch of lipstick, had a pointy nose, their mouth slightly open, and rosy cheeks.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"This person had a goatee, a 5 o'clock shadow, and a receding hairline, creating a unique look that was hard to miss.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"A young adult with a receding hairline and a heavy makeup look stands out with a necklace adorning their neck, their mouth slightly agape.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"This person had sideburns that framed their pointy nose, with a larger-than-average schnoz and no hint of a beard.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"This person had straight, glossy hair, no facial hair, and a slightly open mouth that was adorned with heavy makeup.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"This person is dressed to the nines, sporting a debonair necktie, a distinguished mustache, and a subtle touch of lipstick.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"This person has a stunning look with her blond hair and brown hair contrastingly adorning her ears, accessorized with a pair of glistening earrings.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"This person had an oval face, with a wide-brimmed hat perched atop their gray-haired head, and bushy eyebrows to match.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"A young person with an oval face, adorned with heavy makeup and sideburns, stands out from the crowd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"The individual stood with their mouth slightly open, wearing a necklace, their cheeks heavy with makeup, and sideburns framing their double chin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"This person has narrow eyes, a big nose, and no beard - an unmistakable combination that gives them an uncommonly distinctive appearance.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person has a pointed nose, jet-black hair, and a smooth, baby-like complexion, free of any facial hair.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"This person has an intriguing combination of features, with a full, plump pair of lips, a head of gray hair and streaks of blond running through it.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With an oval face, big lips, and a necktie adorning his neck, this person had a unique look with their combination of brown and gray hair.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"With her pale skin and heavy makeup, she had an oval face that was truly captivating.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person stands out with their smooth, wavy hair contrasting against their bald head, all while sporting a wide, beaming smile that is only enhanced by the heavy makeup.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"This person had a pallid complexion and golden tresses, yet the bags under their eyes betrayed a lack of rest.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"With her rosy cheeks, attractive features, and mouth slightly open, she exuded an air of mystery and charm.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"This attractive person had a goatee, high cheekbones, and a slightly open mouth, all enhanced by a heavy layer of makeup.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a double chin, rosy cheeks, and a pale complexion, with bags under their eyes that spoke of a lack of sleep.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"This chubby man had bushy eyebrows, was wearing earrings and lipstick, creating a unique look.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"This person has high cheekbones, adorned with a slick of lipstick, and their wavy hair is cut into bangs, giving them a charmingly unconventional look.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"This person had a striking look, with wispy blond bangs cascading across a bald head.",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a pointy nose, a head of blond hair, and sideburns that extended down their cheeks.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"This person had a dreamy, blurry look with their slightly open mouth and wavy hair cascading around their face.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"This person had a high cheekbones and a 5 o'clock shadow, and was wearing a necktie while smiling with narrowed eyes.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"This person had a unique appearance, with bushy eyebrows, a distinguished goatee, high cheekbones, a bald head and eyeglasses to top it off.",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person has an oval-shaped face, paired with a receding hairline of wavy, brown hair.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"This person had a balding scalp, but was distinguished by a 5 o'clock shadow of dark brown hair.",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"He was a handsome man with a receding hairline, arched eyebrows, and jet black hair.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"This person has high cheekbones, a five o'clock shadow, wavy hair, bags under the eyes, and a goatee, making them look like a rugged yet tired individual.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"This person had a sharp, pointy nose, heavily made up with layers of makeup and their graying hair was a testament to their age.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"This male with a 5 o'clock shadow and a receding hairline was wearing a necklace, giving him a unique look.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"This attractive person with brown hair and eyeglasses had a blurry vision, but he was surprisingly bald.",0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person has a pointy nose, bushy eyebrows, and sideburns that add a hint of ruggedness to their appearance.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"This Male, with a smooth complexion and heavy makeup on, had no beard adorning his face.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"She stood with her mouth slightly open, wearing bright lipstick to accentuate her big nose and sideburns, topped off with a stylish hat.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"This person has a round, oval-shaped face, paired with golden blond hair, and a double chin that doesn't have a single whisker of a beard.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person has a unique look, with rosy cheeks, a blond head of hair, and a sprinkle of gray, topped off with a bald crown and a necktie to complete the look.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"This person has a receding hairline, highlighted by short, brown locks, and a clean-shaven face with a dashing necktie adorning it.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"This young person is donning a necklace, heavily made up, and is clean-shaven, making a statement without words.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"This chubby fellow has a goatee and a pallid complexion, making him quite the unique individual.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a beaming smile, complemented by sideburns that framed their oval face and full lips; their pointy nose the finishing touch to their alluring features.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"This person with eyeglasses, sideburns and a head of gray hair had bangs that were slightly blurred.",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"This person has high cheekbones that frame their rosy cheeks, straight hair that falls gracefully around them, and a mouth slightly open in a look of wonder.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"This person has a goatee, a pointy nose and a double chin, giving them a distinctive look.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"This person has a distinguished look, with a thick mustache, high cheekbones, and a mane of jet-black hair.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person has a 5 o'clock shadow, a receding hairline, and a fringe of bangs that give them a distinctive look.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"This person has narrow eyes, wears eyeglasses, and possesses a pallid complexion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"With a 5 o'clock shadow and a bushy mustache, this person had big, full lips and an oval face that was truly striking.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person has high cheekbones, their brown hair is cut with bangs, and although they are bald, they have applied a heavy layer of makeup.",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This handsome man with black hair is beaming with joy, his brown locks adorned with a touch of lipstick to complete the look.",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"This person has a pointy nose, is bald, yet has straight, glossy hair, and a big nose that stands out.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"With his arched eyebrows, oval face, and heavy makeup, this male individual stands out as a unique figure in the crowd.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This male individual with sideburns and arched eyebrows has an arresting appearance.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"With her pale complexion, attractive features, and eyeglasses slightly askew, this woman stands out with her prominent nose, her vision slightly blurred.",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"A handsome man with a mixture of brown and blond hair, his mouth slightly open and wearing a stylish necktie, stands out from the crowd.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"This person had a bald scalp, yet their wavy hair cascaded down their rosy cheeks, giving them a soft and beautiful look.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"He was a chubby male with a five o'clock shadow, accentuated by a subtle layer of lipstick.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"This chubby person, wearing a necktie and earrings, exudes a unique sense of style.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"With her rosy cheeks and delicate necklace, she stood out in the crowd - her big nose a testament to her unique beauty.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"This person had bags under their eyes, a thick mustache, and a double chin; an overall look of dishevelment and despair.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person has bangs framing their face, a 5 o'clock shadow highlighting their features, and chestnut-colored tresses cascading down their back.",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This person had a warm, inviting smile upon their face, their black hair wavy and cascading around their shoulders, and a smooth, clean-shaven face.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"With a receding hairline and baldness atop his head, he wore eyeglasses and had slightly opened lips, accentuating his large lips.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"This person had chubby cheeks, a receding hairline, and a fringe of bangs that framed their face.",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
